GT3 Compressor Inlet Temperature {Avg},GT3 IGV angle in deg {Avg}
105.5780492,53.97619708
105.2213888,54.02058431
105.0741558,53.43403071
104.8845709,53.6725177
104.7232348,53.74826354
104.5814001,54.08125983
104.5618986,53.82400938
104.546725,53.33815848
104.5394407,53.64423112
104.5086724,54.02043736
104.4806925,54.26328639
104.4005625,53.89975522
104.3478523,54.29875835
104.2818815,53.97550106
104.2567683,54.0512469
104.2349741,54.12699274
104.2178347,54.14193535
104.2156852,53.69718512
104.21318,54.20273858
104.2069421,53.9469415
104.1913858,54.27848441
104.1787537,53.74721221
104.1786954,54.05207545
104.1783243,53.47716422
104.1695916,54.35423025
104.168927,53.72716441
104.1584462,54.50572193
104.1552855,54.20261087
104.1477974,54.42997609
104.1448761,53.94282493
104.1429098,53.89980738
104.1351258,54.58146777
104.1240388,53.39756619
104.0848621,54.02834688
104.0778668,53.85267326
104.0564817,54.10401714
104.0473054,54.02342103
104.0172162,53.99407562
103.9759574,53.68333353
103.9549289,54.18461324
103.9418922,53.66750041
103.9409331,53.63697892
103.9284596,53.80553914
103.9225121,53.21937644
103.9023008,53.36744965
103.8720783,53.32182617
103.8599539,53.4569739
103.8352903,53.51638161
103.8128622,54.30248285
103.7856321,53.45654639
103.7767382,54.30607005
103.7124967,54.0362564
103.6797055,53.58995291
103.6761261,54.05998497
103.6674041,53.42401191
103.6619589,53.75840502
103.660279,54.26520935
103.6598688,53.1957301
103.6428791,53.54909473
103.6402473,54.05328847
103.6377175,55.17464444
103.6375691,53.71127089
103.6364607,54.08940165
103.6265618,54.18854878
103.6060818,55.08500863
103.599093,53.66413677
103.5569577,53.86222882
103.5315361,54.10592617
103.5093653,54.04416593
103.4990688,53.33216036
103.482572,54.99537283
103.4615929,54.1224507
103.403898,54.81610121
103.4006482,53.78163271
103.3818822,54.06789449
103.3704207,53.67021521
103.2831322,53.74136299
103.2715699,54.15549974
103.2698443,53.62418005
103.2051585,53.95187086
103.1812111,54.90573702
103.1719343,54.28938739
103.1358567,53.91325826
103.1234198,53.50588723
103.1123743,53.76644177
103.09252,54.05243735
103.0716215,54.17202426
103.0310792,54.07591464
103.0222618,53.37011356
103.0157983,55.28860593
102.9941879,54.24022883
102.9659899,53.90502571
102.9372942,53.92153816
102.898469,53.56220101
102.8865234,54.03385661
102.8645536,53.75428846
102.8557808,53.52092208
102.8517508,53.90914198
102.8482807,54.13897522
102.8270324,53.81251076
102.8180999,54.72646541
102.8124818,54.42802031
102.7916087,55.34837961
102.788891,53.89464756
102.70623,54.13189115
102.6961392,54.37792758
102.6829512,53.46757941
102.6774248,53.70103661
102.6639717,53.3105082
