TG-A2 COMP INLET TEMP,TG-A2 IGV REF
71.15506497485993,
76.30136200002063,
76.41061785779677,
76.46320369735302,
76.62497400444208,
76.77493344904079,
76.90197558364365,
77.02901771824652,
77.10420094290903,
77.28478752784432,
77.50045558349954,
77.7180077825277,
78.07091425877064,
78.45815434464477,
78.58195616454569,
79.00373740872469,
79.42801342678442,
79.69722302709783,
80.08040476275298,
80.50044504733978,
80.81275524227007,
81.156577262717,
81.51712074334837,
84.48236703066388,
87.7149266586207,
90.94748628657752,
93.36132822320175,
93.69179214445667,
93.98068786326253,
94.36857815750254,
94.59088575363837,
94.75924078941345,
95.00557715949779,
95.33887487767781,
95.47719489678042,
95.66311246872259,
95.93322234743896,
96.1392751979502,
96.38258466780185,
96.66996052742108,
96.79286593421828,
96.84942644325085,
97.12628954713094,
97.29308218596229,
97.49368398275847,
97.64930557062966,
118.26191397772895,
118.24577564239502,
118.34270104544504,
118.34463431464302,
118.41247557322184,
118.39172190348307,
118.37762703789605,
118.24097393035889,
118.32178077697753,
118.47824694315592,
118.54800085703532,
118.48916687011719,
118.5109780883789,
118.60366494496664,
118.74789321899414,
118.62333297729492,
118.60399903615316,
118.72110799153646,
118.78425979614258,
118.80972932179769,
118.84049514770508,
118.89275281270345,
118.94745158143073,
119.00035866636114,
119.00115979512533,
119.07613639387236,
119.02722930908203,
119.1109259668986,
119.12956527709962,
117.05273654513888,
117.0726513671875,
117.00266103108724,
117.13309824625651,
117.18872344970703,
117.14079909930952,
117.16030992988065,
117.16574989349736,
117.1861631699498,
117.24237265382759,
117.2418735434231,
117.27449415388972,
117.27015867121952,
117.24736785888672,
117.29032331145783,
117.19646441982877,
117.1938252735138,
115.88022918701172,
115.87437813895089,
115.8852511935764,
115.72644385443793,
115.7782140774197,
115.80512786865235,
115.70659552680121,
115.61365865071615,
115.67101623535156,
115.60252794247744,
115.53715343475342,
115.72516829890974,
115.558999871148,
115.44500351163958,
115.66247870551216,
115.57006103515624,
115.41876003689237,
115.44737612099374,
115.45155612299129,
115.39743821885851,
115.44581124441964,
115.42008928571428,
115.39118530273437,
115.35152465820312,
115.30445004595349,
115.24394879901253,
115.21040865479533,
115.2139933711618,
115.20492285346667,
115.233547164361,
115.22647445907465,
115.0607694039549,
114.9848974609375,
115.0284510373672,
114.97103489975984,
114.96179931640626,
114.95444112141926,
114.97590745713975,
115.06596862792969,
114.8577697414822,
114.77796915690104,
114.80577697753907,
114.8074012019658,
114.71238076123093,
114.74420831085294,
114.66075461917454,
114.69831785803176,
114.64358306884766,
114.65773800320096,
114.67275624802085,
114.77185273895964,
114.71539326985678,
114.68740610758464,
114.62333984375,
114.53814527723524,
114.64696499294705,
114.69236328125,
114.39444047715929,
114.46199920654297,
114.36229404025607,
114.36834930419921,
114.29996331108941,
114.24442263460352,
114.23583272298177,
114.22341674804687,
114.10191092880784,
114.04093292236328,
114.04102760535184,
113.80160845947266,
113.7336000366211,
113.83882171630859,
113.8290444246469,
113.89077693479071,
113.80851921929253,
113.78749910698875,
113.99133416069878,
113.82249313007124,
113.74793756982231,
113.73963698165112,
113.7048710117478,
113.81466379801432,
113.74972076416016,
113.69459042019314,
113.64648410373263,
113.826613191464,
113.86572306337722,
113.81699584960937,
113.73305915769647,
113.62560251168306,
113.66730747291795,
113.69366831398646,
113.64674117979051,
113.73043464461321,
113.69480404953006,
113.60855374435428,
113.73238609893092,
113.80941247666566,
113.67556746527242,
113.69506317727578,
113.70584549364324,
113.67192011929427,
113.26292798676839,
113.29173664982603,
113.25748533555091,
113.27283468877295,
113.11516541732193,
113.14765945667078,
113.35014264964809,
113.24095180845198,
113.17051717149249,
113.15914141642551,
113.09355450871634,
113.15190030339407,
113.09999396411702,
113.015329126814,
113.15686535805554,
113.09126154138396,
113.22236616844233,
113.16423653994299,
113.2353657823025,
113.3081630423991,
113.22732960734051,
113.40779352031959,
113.21864772130968,
113.42942881872179,
113.39546960440775,
113.40830232073553,
113.64961730557648,
113.44317540904197,
113.38399172129886,
113.51561149262047,
113.48425935368985,
113.3975485895481,
113.4769705866184,
113.44660184904933,
113.5582178003473,
113.49402280319559,
113.45187120324312,
113.37577515502593,
113.30580270803932,
113.2686702187459,
113.50323630074949,
112.17366168887044,
112.34480165633063,
112.17614117455979,
112.21377163588069,
112.2529542743857,
112.24343660470797,
112.25835417300385,
112.21685662458263,
112.23298900462376,
112.07329766024836,
112.05812790215636,
112.03366297702615,
112.19000570266495,
112.14355785192767,
112.15806641719459,
112.20647375600102,
112.11816272236909,
112.34578623251136,
112.12797887730102,
112.21102900950704,
112.25264735667501,
112.33203834079914,
112.27011757084789,
112.25473162520987,
112.23594189858063,
112.37777803710351,
112.19782605142643,
112.22410955937579,
112.15044895019537,
112.16294844156907,
112.27407709854035,
112.29835015887558,
112.16273060094399,
112.05509604965647,
112.09076299031575,
112.18163273281522,
112.28655332271555,
112.24154334555237,
112.18667829576145,
112.15256121953328,
112.18537301381429,
112.07852002885606,
111.89693403879801,
111.93304505916183,
112.03814963580298,
112.07580050786336,
112.10277327771057,
112.00447971661886,
112.04702630360921,
112.05289798312717,
112.1380975373586,
112.21917939503987,
112.14956016964382,
112.04757781028748,
111.92770214599744,
111.98999031657574,
111.99845165570576,
111.97620489756267,
111.95164620293511,
111.9973476271687,
111.99589223791641,
112.0738703918457,
112.12516597929455,
112.13224315098354,
112.1297025680542,
111.92178639729818,
111.99039505428738,
112.05798590977987,
112.08229662577311,
111.9314409298367,
111.95922115749784,
112.05805548350017,
112.04822177886963,
111.96777055104573,
111.94023743607745,
112.07125193588519,
112.13987186113994,
112.11564772288004,
112.04767298380534,
112.03093946456909,
112.07743957519531,
111.98738776312933,
112.02406802813212,
112.01517185211182,
111.96871167076958,
112.06884472529093,
112.00546518961589,
112.02003637949626,
111.90644421577454,
111.85817873636881,
111.81778185102675,
111.8234501139323,
111.95118909200032,
111.8375825881958,
111.92940780094692,
111.9611429341634,
111.7949550543891,
111.80304877387152,
111.71795798301697,
111.7625658416748,
111.94927238146464,
112.00847193400065,
111.85059093475341,
111.96132013956706,
112.08359682718913,
111.96427612304687,
111.96530408859253,
111.94644762674967,
111.80569827185737,
111.99566392262777,
111.90240557352702,
111.94475004408095,
111.95576382001241,
111.86444557189941,
111.9935401916504,
112.00422134399415,
111.98578433990478,
111.89187101999919,
111.93115871792747,
111.84919911278618,
111.86890253067017,
111.90204836527506,
111.89123633620542,
111.93971202370852,
111.92535920461019,
111.97915611267089,
112.01899525324504,
111.95124199125502,
111.96160413424174,
112.10211360931396,
112.16230076683892,
112.07038497606914,
112.07151429494222,
112.18729724460178,
112.04921785990398,
112.10781056722006,
112.07524317847358,
112.10147735913594,
112.09946851094564,
112.23487808227539,
112.09462600390117,
112.04537389119466,
112.02646821339926,
112.0391293752761,
112.0415175374349,
112.03514124552409,
112.12530501683553,
112.17176485061646,
112.13902203241985,
112.10555095672608,
112.09500247955322,
112.12032624138726,
112.03939573605855,
112.12636492028625,
112.06672364266682,
112.08540600987585,
112.1358771528531,
112.03041429307726,
112.14577483177185,
112.128905321757,
112.22181844499376,
112.18071886899568,
112.1435501514473,
112.1602048195733,
112.11411689576649,
112.04318169185093,
112.02038454267714,
112.1697811349233,
112.28275656382243,
112.02073163350423,
112.14129337628682,
112.20487528483073,
112.21368351830377,
112.16405632336934,
112.17780292510986,
112.37963010470072,
112.31892495473225,
112.28598669264052,
112.31319934209188,
112.2979776763916,
112.32389581952776,
112.3711652247111,
112.48977858828339,
112.51820860336551,
112.54663861844763,
112.57334473920943,
112.59536623521295,
112.62368156433105,
112.63436744266086,
112.60474788983663,
112.79058674706353,
112.87998670260112,
112.88333045959473,
112.9680322180854,
112.88926567395528,
113.0165449142456,
112.94770628713621,
112.97993548939307,
112.91478006998697,
112.94124156528049,
112.90021704991659,
112.9489494450887,
112.8480556403266,
112.81447355270386,
112.92363314970144,
112.91503482508271,
112.8897579574585,
112.76569536844889,
108.45037108115625,
108.47148071289062,
108.52587829589844,
108.58978609720866,
108.66858479817708,
108.63462690411384,
108.53999826223937,
108.59656891072704,
108.62110641479492,
108.69875457763672,
108.61335113525391,
108.74418375651042,
108.70556630452474,
108.77121847003218,
108.70967264811198,
108.8518662261963,
108.82499674479166,
108.89389444986979,
108.94450276692709,
108.78093638102213,
108.87857711065384,
108.79340400332497,
108.74216949462891,
109.00563103085473,
109.0234220522926,
109.03546633129977,
108.99792075686985,
109.10625856565704,
109.3944310506185,
109.26535786946614,
109.3074848429362,
109.43554927959516,
109.4101410007437,
109.42792915175826,
109.53436684303644,
109.70382014683315,
109.69014173235212,
109.68835754394532,
109.78878268771702,
109.73974670702495,
109.64112462361653,
109.75633444880326,
109.85504962024476,
109.92866912841797,
109.80785970052084,
110.03843271891276,
110.14608652750651,
110.01936848958333,
110.00824228922527,
110.14976593017577,
110.28612247043186,
110.37324834187825,
110.26040120442708,
110.39481320335751,
110.37478422619047,
110.36305430094401,
110.42443352905426,
110.40869174625217,
110.54885962114011,
110.57563787462712,
110.61118659162183,
110.60350077311197,
110.68443990071614,
110.75553706565135,
110.70670799098457,
110.82275498137534,
110.7590719657522,
110.70937750074599,
110.80482379234348,
110.86290132586983,
110.8548509724935,
110.84832676317941,
110.85333917186931,
110.85901492183227,
110.87197153738519,
110.87441162147506,
110.85757720251756,
110.89958531697592,
110.85017862955729,
110.80934926350912,
111.06978049828379,
111.06087689000535,
110.90915435791015,
110.91857121058872,
110.92798806326729,
110.94130991617838,
110.96566680908204,
111.01380172002884,
110.99921504429409,
110.98501942952474,
110.9725580851237,
111.0271375657187,
111.05313468446529,
111.07963880035668,
110.85024202052344,
111.02980241981102,
111.01746094803563,
111.0278943322252,
111.03832771641476,
111.05829406649235,
111.03875797948179,
110.98670875172597,
111.13187337770391,
111.23674349091559,
111.17015442365206,
111.24389291654859,
111.26691128357106,
111.22022746672987,
111.235395429667,
111.25483883369662,
111.28614054403734,
111.3070123638618,
111.26211062961154,
111.1559168985358,
111.14213515563905,
110.98388003083717,
