GT4 Compressor Inlet Temperature {Avg},GT4 IGV angle in deg {Avg}
102.6860919,52.74670277
102.2309569,55.42791963
102.1951777,55.12943454
102.1364669,55.32156085
102.0774122,52.69253596
101.8962669,55.00248453
101.8808993,52.89187677
101.879143,52.24701459
101.7313827,54.94911862
101.7003387,55.5342784
101.633308,55.21520208
101.58484,52.72051317
101.4873475,54.56001685
101.4594279,55.1088433
101.1903059,53.91096673
101.1777702,54.96518714
101.0818825,52.74849038
100.9322694,54.98125566
100.7992584,52.84723726
100.7816639,53.31819405
100.7685289,53.08107105
100.712036,54.99732418
100.6190106,53.41101812
100.5992288,53.88053911
100.5238034,53.86482114
100.5111942,53.73922274
100.4278015,53.39594276
100.4048386,53.60773609
100.3833956,53.43746041
100.3113539,53.85703084
100.2798105,53.96216583
100.2775331,53.95990066
100.269002,53.79032952
100.2251571,54.18545377
100.2191533,54.05221397
100.209147,53.72362819
100.1333771,53.92373217
100.1131774,53.13396065
100.0856442,54.47546564
100.081028,53.48807627
100.0728392,53.9066711
100.0439968,53.37931071
100.0187708,54.15244624
100.0175532,55.01255901
99.99810496,53.87714784
99.97574118,53.45648832
99.97205907,53.15033225
99.97056149,54.02040011
99.95305128,53.72906367
99.94213249,53.97672459
99.92060783,53.70516716
99.90108346,53.85267103
99.88713802,53.47425269
99.87152661,54.28358146
99.86270743,53.81867554
99.86143496,53.96369266
99.83368547,54.67712322
99.80483345,53.61761204
99.73995116,54.38638418
99.73832915,53.91086559
99.73239572,54.03423849
99.71898611,53.8550075
99.67489192,53.79253567
99.66930771,53.17514236
99.65894716,53.0701408
99.62665444,54.11192665
99.62416711,53.79648141
99.62331248,54.09169727
99.6192862,53.59833591
99.59047122,54.37556505
99.46214699,54.2286977
99.44432569,53.73795532
99.43415884,53.66031404
99.42756252,53.84967927
99.36367761,53.67942922
99.33828871,55.44149932
99.33435237,53.62090313
99.32869212,53.75552496
99.31846799,53.91349919
99.27575495,54.18486253
99.26389901,53.32200352
99.21776538,54.47340091
99.18627237,54.26183654
99.17474617,54.41003859
99.14602635,54.20719233
99.12240815,53.61439919
99.11842066,54.09588927
99.11543365,53.23649559
99.00462505,53.22748703
98.98203223,54.24424501
98.96176887,53.47846437
98.95322684,53.31956312
98.9438567,53.84295671
98.93757541,54.17270473
98.93600117,55.29171301
98.93570008,53.63782731
98.93525753,53.77252994
98.9152565,54.0600395
98.91129006,53.63605253
98.875976,53.79457733
98.86999991,53.40795765
98.84207729,53.18500253
98.82953986,53.73783613
98.80178182,53.3208762
98.76991261,53.34212222
98.76902002,53.89737549
98.7598148,54.14399753
98.75464916,53.21584138
98.75312237,53.4523617
98.72501556,53.61304896
98.71599197,54.10622192
98.71228013,53.6581829
98.67743927,53.82392295
98.67705494,53.95183077
98.67217009,54.16175792
98.67106125,53.90661548
98.6706408,53.81236395
98.65948373,53.05309221
98.64853033,53.67676305
98.64091365,53.73699926
98.62135381,53.18985579
98.60259882,53.50817806
98.59077131,53.99907598
98.58951067,54.14249135
98.58258704,54.0298283
98.58087815,53.67581865
98.57555021,54.32607476
98.57218123,54.03479616
98.55915336,53.55618474
98.55824747,53.42293222
98.5548937,53.56927972
98.54520353,53.36495145
98.5416392,53.59499672
98.53541002,54.16039684
98.53181808,53.58070387
98.51893863,54.07793814
98.51763414,53.65344106
98.50952967,53.48005982
98.50786447,53.46661691
98.50303832,53.23224494
98.50270963,53.67249779
98.50240186,54.45969717
98.49582691,53.81323386
98.49110501,53.49932053
98.45330011,53.19136166
98.45307045,53.52985537
98.44276463,54.04999073
98.42662981,54.09420667
98.41800365,53.51893256
98.40919648,54.10429891
98.4025736,53.60002218
98.38052837,54.07256926
98.37948613,53.07036053
98.37398027,54.1950588
98.36403686,53.6265979
98.35440076,54.09223876
98.3393631,54.09324119
