TG-A1 COMP INLET TEMP,TG-A1 IGV REF
105.34840466529938,45.49767330721124
105.22420914394263,45.57370333840346
105.27145075093955,45.69172294901684
105.33198381687706,45.83039262521894
105.22203554165176,45.87417490679518
105.34620436928546,45.932159274235985
105.26599806922799,45.964823491531426
105.35476477683625,45.98671309249372
105.41391680894863,45.99635370436028
105.38941917387618,45.99238322514907
105.4153085628205,46.029288074296424
105.44298847912351,46.0808196293842
105.47066839542653,46.00440992940256
105.4681638687876,45.82428279461288
105.39139931342065,45.56128599242478
105.40699118932088,45.37914208889008
105.43438982500227,45.258705298017624
105.41471373950809,45.31869431021207
105.4528241076106,45.38984885289241
105.36115994557531,45.399973631522926
105.42851389968457,45.361909914699694
105.49956768635893,45.31594712779741
105.51663519917574,45.271016095248825
105.45630472488081,45.22082103706198
105.56875333096444,45.207608820671446
105.5189918558817,45.2176963331302
105.44871379906311,45.19002706229687
105.594192336204,45.15893325275237
105.6042272070516,45.118320175130954
105.56911010439381,45.07934441340993
105.4275653430791,45.066616830504074
105.43920309291221,45.06713926993207
105.55730377829944,45.08379237479065
105.59719320412027,45.077483592122306
105.59889835427101,45.06321689171148
105.59023435785436,45.06047494537352
105.5610929284563,45.147443822291294
105.59470020486663,45.27294651743749
105.61263319511897,45.340516891884974
105.59321586225336,45.33317639321714
105.62479505268882,45.31261282692612
105.58743265511778,45.252586203875644
105.65959023914034,45.19628910591937
105.61776110338047,45.17842170170819
105.5927052293943,45.20117342064118
105.67477994985464,45.28288853536153
105.67466780032652,45.32237519921424
105.73818129540965,45.282604419753966
105.8849911368492,45.16733255224186
105.88408737750724,45.108441468448795
105.83922324802106,45.09001183981386
105.84626034975905,45.108338692139704
105.91587049361215,45.12268740342597
105.86735126908557,45.11706707028362
105.78087565002187,45.09121574575392
105.8076516642794,45.03081890030941
105.87387480881065,45.042972512588214
105.8913060310338,45.16952232158743
105.8937452816187,45.205123355073546
105.9132930671641,45.243809221875075
105.9666260170802,45.25445858507495
106.01376874797357,45.26510794827482
105.99162923697537,45.28272985971755
105.88302186085015,45.30763801633957
105.94820445358987,45.30247742423278
106.25316833725303,45.49437641361366
106.24978515007223,45.558363717811496
106.21971189123501,45.66812174074818
106.23725065625997,45.7802903770852
106.21130240225854,45.835285976013786
106.17877016328663,45.91981077785914
106.22467372432145,46.027562967506235
106.33454804921212,46.06580291765121
106.30351722857915,45.97823707909129
106.30256563516645,45.881673110031215
106.422285472692,45.774375015936926
106.50350168846964,45.62910622731162
106.38582471027453,45.49356776801145
106.35359347695439,45.372504665056084
106.39149975667351,45.33008782039744
106.37105667647077,45.33614402589132
106.39685250709144,45.342200231385206
106.42952746858354,45.339574433801076
106.43956741258398,45.32566929735321
106.41520308635198,45.30633514004526
106.45204579584788,45.2559827142659
106.50742886476012,45.20595305176348
106.47544636593511,45.21455624365558
106.39504814989942,45.2576287415255
106.46822728004928,45.35921564749856
106.41657410331692,45.42688885619709
106.31083181555616,45.436227795066856
106.26480571142605,45.3943564928173
106.27008117214756,45.36261564755347
106.36671770866238,45.31416717575752
106.33828824946346,45.271634469798556
106.33861378905985,45.235453022482496
106.37238415655494,45.217008894219376
106.36188610967994,45.21636181735951
106.32308863258687,45.16770199496959
106.33392514375866,45.18536143433489
106.42201203407409,45.190290023202074
106.38165062783597,45.19521861206926
106.35952029491361,45.19220247756017
106.34992698177695,45.17317238442445
106.27612550434114,45.12453685848935
106.31042322935019,45.074928351062766
106.2527112994136,45.086630737262055
106.31290855665776,45.24533783198789
106.29258441169742,45.30734557278606
106.31169911154132,45.3597408150033
106.30150618508769,45.4087893447342
105.59890994182865,45.615577768589134
105.57979347112796,45.74649996294226
105.68079265694445,45.862519472893325
105.65164939038999,45.92329975347695
105.61844557495787,46.01506930930281
105.6818325871043,46.19798667114539
105.68779804701873,46.345003880296524
105.67388341187086,46.44690492440429
105.60617585148663,46.58635681099569
105.62818926253821,46.71082707078429
105.69228113125182,46.828980122278445
105.71788990906833,46.97885432700497
105.80000339840392,47.097025501971544
105.76251892562955,47.19489927238733
105.72508723372593,47.31804963674241
105.75233696760067,47.439489225493354
105.85269678990873,47.535122253694055
105.90055415621028,47.56001509480489
105.90823816649261,47.60307927315356
105.99118785027237,47.67204664695025
105.94747949794953,47.754077723717266
105.94918292142194,47.88865808548158
106.08636386692731,48.10704332071046
106.03615204080319,48.344768342844525
106.05148535930785,48.48704858298996
105.97199498160329,48.60375926418799
105.98889667163088,48.704310444154174
106.00560160068832,48.776661672906215
106.03185652703357,48.85764821630799
106.19466157842103,48.94504522272478
106.13207973783938,48.95289722806764
106.07389551516002,48.92997048464707
106.14996107913244,48.8754542385616
106.1908664041385,48.71757070150188
106.11882320539509,48.52661989717796
106.13398353917835,48.43373199616559
106.21229054865039,48.45090539995093
106.25424570274849,48.46879941912161
106.2693279204083,48.51442825110319
106.32948017291027,48.59034717311817
106.47336684223367,48.65530601798424
106.58270984500449,48.7417330788495
106.62120165552582,48.84590620555297
106.64912524404419,48.960159428109826
106.63778183319457,49.08617614973336
106.58023421751454,49.12708423660092
106.60420608841193,49.16105850903333
106.70558666962509,49.17797414827486
106.73137244211199,49.1948897875164
106.79334626700935,49.196893115568805
106.79842793150183,49.20959709799228
106.77646456088017,49.285898992235694
106.78605810872278,49.33869989752149
106.81290259662705,49.347500779088584
106.81243916386661,49.33425469696433
106.88858920911845,49.33393681883553
106.93173698959629,49.360862805815415
106.91148675089332,49.38062293765135
106.86777352466454,49.389992506096604
106.8794671689719,49.373799116204026
106.83055920253042,49.288362579534294
106.8039625597383,49.129598086213484
106.80573750486907,48.95413346905572
106.85884635962624,48.82051140642104
106.98703658243642,48.76303883880015
106.97527105495644,48.674370341654864
106.97820331685789,48.54610220961195
107.09104399436981,48.476906785150575
107.11691908680213,48.47062216357639
107.18719217727427,48.507259193387966
107.21450719142643,48.560904125158885
107.06712619072734,48.72191946468999
107.12037044905185,48.92815324593306
107.2256431138267,49.08350505539837
107.21267931688699,49.18228664946303
107.23557616055335,49.22266862272173
107.20177233690603,49.256758149540985
107.15628985539699,49.30821841565427
107.25172830519422,49.32999105566414
107.39416051753693,49.338773386083645
107.42763009753699,49.35234618462157
107.42993287158897,49.313865388463796
107.48656824891435,49.298172652289374
107.5049282631853,49.300527057475094
107.5003500366211,49.2839773947175
107.44024444580079,49.2664431254069
107.43383873833551,49.2402823723687
107.51364428202311,49.21365214029948
107.50470469156902,49.16426111857096
107.62779958089193,49.15374916924371
107.6860971323649,49.209397570292154
107.74106089274089,49.24229405721029
107.67685089111328,49.26490673489041
107.75746320088705,49.31930079142253
107.81618794759115,49.45181701660156
107.74309156629775,49.552801581488715
107.72814310709636,49.591712195986794
107.80006286621094,49.58249516078404
107.82909783257378,49.61296735975478
107.72478668212891,49.798433723449705
107.76260579427084,49.935009206136066
107.76484868158643,50.112835048967675
107.76990589309791,50.235207020148195
108.01202626546224,50.264334462483724
107.94406321207683,50.37487923516168
107.87320159912109,50.4093909962972
107.98095728556315,50.35553863525391
107.93927112155491,50.298739217122396
107.89654612223308,50.232546971638996
107.8614734395345,50.18470016479492
107.93840740627712,50.20828391181098
108.02827746073405,50.14269618988037
108.1266645304362,50.085184783935546
108.02403228759766,49.985625729031035
108.13510322570801,49.86047468821208
108.09211344401042,49.71529586791992
108.02836805555556,49.689022064208984
108.03711583455403,49.66317473093669
108.158713277181,49.65764775594076
108.25402381049263,49.73987475925022
108.2631186167399,49.82394714355469
108.1101421101888,49.973085225423176
108.27151133219401,50.068474833170576
108.27574611156993,49.91481067001298
108.21327883801747,49.68657126434648
108.2796942119169,49.4467017449273
108.32348108927408,49.17724005381266
108.31245493570964,49.076290181477866
108.3190438164605,48.989276021321615
108.3335582224528,48.876989135742186
108.43903472900391,48.73255076090495
108.47358530680339,48.65106472439236
108.44701321919759,48.6118629582723
108.47665150960286,48.65894399007161
108.4526481458876,48.68819125705295
108.47114936828613,48.781501617431644
108.39163492838541,48.853215840657555
90.9238277053833,52.353113193511966
91.09390179104275,52.31630138821072
91.45951347875376,52.514654557539096
91.95772152113845,52.65020738607245
92.14964813232422,52.84239011976454
92.75836812337239,52.96191074371338
92.96110656738281,53.073280830383304
93.36982496473524,53.126328692966034
93.98925846099854,53.22953851699829
94.4212919998169,53.32955034255981
94.74030988905164,53.36399737887913
95.31076942443848,53.38285160064697
95.7323316192627,53.33087635040283
96.09962109035916,53.24955301920573
96.69688861846925,53.03623840332031
96.97824161529542,52.95048400878906
97.56187350802952,52.78937065972222
97.89969594972126,52.60577339671245
98.37761189986249,52.511967750749506
98.639480404324,52.453429483645294
99.04239966074626,52.39135056813558
99.4679609298706,52.29015300750732
99.87732160780165,52.20916564093696
100.23873483022054,52.110507570902506
100.57451084136963,52.12072460174561
100.78808800591362,52.21686582777235
101.04668853759766,52.03801310221354
101.53756378173829,51.96054931640625
101.986441277398,51.83423094855414
102.6110214996338,51.73874336242676
103.05516670227051,51.60793739318848
103.5856676059299,51.573368068271215
104.17273151313499,51.53880729023887
104.4590196970948,51.460352583459795
104.8983457438151,51.26528662787543
105.35917376200358,51.19246157964071
105.8253424835205,51.04612661361694
106.11071484035915,50.91703250461155
106.6854747390747,50.69923398335775
106.81759677886963,50.57585395812988
107.23933620876736,50.54644600762261
107.62857507069906,50.52031215031942
107.95450916290284,50.48876142501831
108.15009451972114,50.46770094129774
108.5123160425822,50.48676481882731
108.79917491912842,50.47169040679932
109.16577512953016,50.33888237847222
109.62266388638523,50.24899414170538
109.67150345071065,50.16915082792499
109.94588965521919,50.19936384412978
110.37990408579509,50.41690237045288
110.527526512146,50.56255704879761
110.86688774956598,50.88177727593316
111.22380777994792,51.18436398824056
111.3311279296875,51.285593338012696
111.45383702596028,51.43575272454156
111.82306442260742,51.6361993598938
112.0561424255371,51.726865177154544
112.2228389316135,51.89753371344672
112.44921772003174,52.00220427831014
112.75666324615479,52.25177766799927
112.8960492960612,52.45268366495768
112.91739658989643,52.687564406579654
113.21016070307518,52.90878507208198
113.42859895494249,53.057011727227106
113.51030389149983,53.21876967112223
113.79763324737549,53.28006549835205
113.91696149565715,53.3060493809267
114.24598065694173,53.46952171325684
114.26580436706543,53.53036613464356
114.56680161249069,53.73049574110243
114.76220857166109,53.802618783315026
114.95761553083148,53.92169137954712
115.07203004625109,53.99561697218153
115.19740187327066,54.20087775548299
115.30767841339112,54.31728006362915
115.70074647691514,54.41181409200033
115.67010047782317,54.61269841001511
115.91380895052986,54.67644405086951
116.0372141011556,54.826609717475044
116.12581970214843,54.74731702532087
116.57717468261718,54.81847747802735
116.48444393581815,54.89302268134223
116.74227659861246,55.067663243611655
116.8695666885376,55.267693252563475
117.06034206814236,55.49515602111816
117.1687743486677,55.76924709955851
117.2076951599121,55.8974241065979
117.2490222507053,56.04788898891873
117.36641391754151,55.98347195943197
117.53355487823487,55.9589688873291
117.68350253634982,56.008235363430444
117.96104498199502,56.163924486127705
118.07588945394355,56.44925303778913
118.05442343817816,56.61044302198622
118.25941764831543,56.862504959106445
118.39358055114747,56.972177505493164
118.51140858968098,57.06219611273872
118.67028734842937,57.325236797332764
76.22227557285792,51.17099384985036
76.36969252986316,51.21531953052113
76.49309046116302,51.2514987551712
76.6655637124613,51.278677685721995
76.89959497710463,51.17105748076106
77.10787996575974,50.99080808898316
77.36702319644391,50.884590183297796
77.50154318481373,50.74700346451757
77.60654908487884,50.63130051753678
77.86015571338125,50.640188868812594
78.23499167110461,50.58154382368899
78.34030274695095,50.53100862166262
78.44714152833136,50.515963289452095
78.73137645868998,50.75289162890171
78.98694852327385,50.88830384508823
79.16514618410419,51.247878674017265
79.61257856373365,51.40274516235019
79.741813518384,51.38918638414742
79.83363012123853,51.3456300630793
80.17086605110438,51.13942590247322
80.32396892586024,51.060233562370996
80.49618688583064,51.07168149371476
80.79362548892851,51.0578328682393
81.1008230597293,51.154341530145224
81.33048878115291,51.39239621691251
81.57627489955578,51.5371873071716
81.94666543442446,51.632462550294974
82.24223585186837,51.588968593866255
82.5122523674793,51.23935415411484
82.94629202439761,50.99322034979355
83.26642563961447,50.725484516485594
83.59496160923212,50.62482656015445
83.93032449920635,50.52348068012041
84.16574269355274,50.46362641558206
84.416286827398,50.39685493594928
84.75749242432182,50.30843343224648
84.99673019748492,50.17506803427668
85.4280883403702,50.0935751164755
85.68481625147396,50.00503281402596
85.80520422178631,49.77241014616564
86.08339783353834,49.60638928461005
86.54412822367857,49.44623875665595
86.74317295599108,49.36841121882355
87.05104432837572,49.29371067338468
87.22549043433276,49.269843384159415
87.5532046175748,49.204363796589895
87.8214940470812,49.10634249517355
88.07031208513827,49.0024988411622
88.4440978547434,48.84058278667896
88.61653833010958,48.65322264628989
89.00535485442107,48.500440841887226
89.1310282368306,48.3388438677617
89.35891774134193,48.183019959141575
89.5846356598086,48.13085715294854
89.78353884091601,48.045500953213
90.01450833410024,47.925168019390746
90.24155911535024,47.838444055971145
90.4688954392448,47.66305001859243
90.66208014926873,47.482995647311135
90.70427070102654,47.37459784559401
90.82435981565466,47.290700672618115
91.24829596348832,47.28449930673483
91.39862790020726,47.31285294580286
91.68623444230606,47.279643391404925
91.86202635316721,47.279063415880856
91.82063053000641,47.19804242487337
92.06041410529365,47.04901822054603
92.41310527399648,46.84465421753884
92.44602611139882,46.70766814181814
92.6078599034374,46.61765294522823
92.87519215579621,46.3884237235329
93.07893289655202,46.264192649566326
93.16033784133693,46.11098894031563
93.34188352276054,45.954129967963475
93.50502262584166,45.91282315440554
93.62446527308164,45.726396262943744
93.78082630980863,45.48140545882151
94.00511000744223,45.34101951530189
94.16600961893796,45.30325277087589
94.2010836176551,45.129061445158825
94.23650308176643,44.9421953206878
115.86683244069417,46.047462463378906
115.8256400680542,46.21149444580078
115.80050109321047,46.46170992853905
115.91417475382487,46.49991524572027
115.86867813110352,46.4907796733432
115.82318150838216,46.405877892079126
115.79106767018637,46.27536329905192
115.9264194869995,46.25071399688721
115.69522820366754,46.08920398288303
115.85135857495901,45.94363290198095
116.03246593210285,45.797866149105054
116.0656431197325,45.57618352421724
116.48719362081613,45.988812450172006
116.32613993267458,46.02987888267806
116.48077145046658,46.06354825337728
117.1567844863165,46.14781314320785
117.0759746660505,46.166848371928765
117.06652685458762,46.16378796676475
116.79581445378594,46.355829505014796
116.80066395919147,46.3794716097634
